Year,HUC_8,NPDES_ID,Facility Name,Latitude,Longitude,Facility Type,Permit Type,Permit Effective Date,Permit Expiration Date,Major/Non-Major Indicator,Approved Pretreatment Program,County,Facility Design Flow (Permit Application) (MGD),Average Facility Flow (MGD),4-Digit SIC Code,Pollutant,Parameter Code,Total Pounds (lb/yr),Max Allowable Load (lb/yr),Load Over Limit,Total TWPE (lb-eq/yr),Max Allowable TWPE (lb-eq/yr),TWPE Over Limit,Contains Potential Outliers?,Number of Exceedances,QcReviewPounds,QcReviewTwpe
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Iron,00980,"38,801",--,0,217,--,0,No,0,"38,801",217
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Sulfate,00945,"5,383,996","23,228,333",0,30.15,130,0,No,0,"5,383,996",30.15
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Ammonia as N,00610,"5,695","244,828",0,6.32,272,0,No,0,"5,695",6.32
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Carbon tetrachloride,32102,0,63.35,0,0,21.54,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES","2,4-Dichlorophenol",34601,0,136,0,0,12.22,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Di(2-ethylhexyl) phthalate,39100,0,358,0,0,89.59,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Hexachlorobenzene,39700,0,52.49,0,0,"102,236",0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES","1,3-Dichloropropene",51044,0,101,0,0,56.76,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Chloroethane,85811,0,360,0,0,1.15,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Zinc,01092,0,"3,645",0,0,146,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Nitrobenzene,34447,0,94.12,0,0,0.9412,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES","1,1-Dichloroethane",34496,0,76.02,0,0,0.0390,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES","1,2-Dichloropropane",34541,0,530,0,0,15.91,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES","4,6-Dinitro-o-cresol",34657,0,271,0,0,27.15,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Naphthalene,34696,0,76.02,0,0,0.7602,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Dibutyl phthalate,39110,0,94.12,0,0,0.9412,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Vinyl chloride,39175,0,360,0,0,79.24,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Chromium,01034,0,"3,853",0,0,270,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Benzo[k]fluoranthene,34242,0,76.02,0,0,"2,331",0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Methylene chloride,34423,0,139,0,0,0.1412,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Phenanthrene,34461,0,76.02,0,0,22.05,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Pyrene,34469,0,86.88,0,0,7.82,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Benz[a]anthracene,34526,0,76.02,0,0,"2,333",0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",m-Dichlorobenzene,34566,0,107,0,0,1.07,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",p-Dichlorobenzene,34571,0,52.49,0,0,3.67,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES","2,6-Dinitrotoluene",34626,0,885,0,0,97.36,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Ethylbenzene,37371,0,110,0,0,0.1559,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Chloroform,32106,0,72.40,0,0,0.1505,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Anthracene,34220,0,76.02,0,0,193,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Diethyl phthalate,34336,0,281,0,0,0.1929,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Dimethyl phthalate,34341,0,65.16,0,0,0.2146,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Tetrachloroethylene,34475,0,76.02,0,0,17.48,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES","1,1,2-Trichloroethane",34511,0,72.40,0,0,2.17,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES","trans-1,2-Dichloroethylene",34546,0,72.40,0,0,0.0067,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Cyanide,00720,0,"1,412",0,0,"1,567",0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Toluene,34010,0,90.50,0,0,0.5093,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Acenaphthene,34205,0,76.02,0,0,2.28,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Chrysene,34320,0,76.02,0,0,"2,357",0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES","1,1,1-Trichloroethane",34506,0,72.40,0,0,0.3403,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",p-Nitrophenol,34646,0,250,0,0,1.22,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Trichloroethylene,39180,0,72.40,0,0,0.7240,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Benzo(b)fluoranthene,79531,0,79.64,0,0,"2,442",0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Lead,01051,0,"1,111",0,0,"2,489",0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Nickel,01067,0,"5,868",0,0,587,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Acenaphthylene,34200,0,76.02,0,0,0.6402,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Fluoranthene,34376,0,86.88,0,0,111,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Chloromethane,34418,0,299,0,0,1.60,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES","1,1-Dichloroethylene",34501,0,56.11,0,0,26.37,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",o-Dichlorobenzene,34536,0,268,0,0,2.68,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES","2,4-Dimethylphenol",34606,0,63.35,0,0,0.5960,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES","2,4-Dinitrophenol",34616,0,246,0,0,2,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES","1,2-Dichloroethane",32103,0,235,0,0,2.35,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Benzene,34030,0,129,0,0,3.86,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Fluorene,34381,0,76.02,0,0,53.21,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Hexachloroethane,34396,0,72.40,0,0,13.03,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES","1,2,4-Trichlorobenzene",34551,0,235,0,0,4.71,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",o-Nitrophenol,34591,0,143,0,0,0.2320,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES","2,4-Dinitrotoluene",34611,0,393,0,0,173,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Phenol,34694,0,52.49,0,0,1.05,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Hexachlorobutadiene,39702,0,68.78,0,0,43.33,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Chloride,00940,0,"6,335,000",0,0,154,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Copper,01042,0,"4,445",0,0,"2,769",0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Acrylonitrile,34215,0,333,0,0,756,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Benzo[a]pyrene,34247,0,79.64,0,0,"8,017",0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Chlorobenzene,34301,0,52.49,0,0,0.1540,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",o-Chlorophenol,34586,0,107,0,0,5.34,0,No,0,0,0
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Total phenols,32730,163,"20,905",0,--,--,--,No,0,163,--
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES","BOD, 5-day, 20 deg. C",00310,"12,796","288,242",0,--,--,--,No,0,"12,796",--
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Oil and grease,00556,"490,183","1,622,287",0,--,--,--,No,0,"490,183",--
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES",Total Organic Carbon,00680,"144,326","528,722",0,--,--,--,No,0,"144,326",--
2019,11010004,AR0035386,"FUTUREFUEL CHEMICAL CO, BATESVILLE, 72501-8377",35.722567,-91.524977,NON-POTW,NPDES Individual Permit,09/01/2018,08/31/2023,Major,N/A,INDEPENDENCE,--,47.43,"2865 - CYCLIC CRUDES INTERM., DYES","Solids, total suspended",00530,"32,777","365,062",0,--,--,--,No,0,"32,777",--
2019,11010004,AR0020702,"BATESVILLE WW TREATMENT PLANT, BATESVILLE, 72501-5000",35.7525,-91.6311,POTW,NPDES Individual Permit,01/01/2017,12/31/2021,Major,No,INDEPENDENCE,9,6.49,4952 - SEWERAGE SYSTEMS,Ammonia as N,00610,"15,787","376,051",0,17.52,417,0,No,0,"15,787",17.52
2019,11010004,AR0020702,"BATESVILLE WW TREATMENT PLANT, BATESVILLE, 72501-5000",35.7525,-91.6311,POTW,NPDES Individual Permit,01/01/2017,12/31/2021,Major,No,INDEPENDENCE,9,6.49,4952 - SEWERAGE SYSTEMS,"BOD, carbonaceous, 05 day, 20 C",80082,"80,531","626,751",0,--,--,--,No,0,"80,531",--
2019,11010004,AR0020702,"BATESVILLE WW TREATMENT PLANT, BATESVILLE, 72501-5000",35.7525,-91.6311,POTW,NPDES Individual Permit,01/01/2017,12/31/2021,Major,No,INDEPENDENCE,9,6.49,4952 - SEWERAGE SYSTEMS,"Solids, total suspended",00530,"108,755","752,101",0,--,--,--,No,0,"108,755",--
2019,11010004,AR0020702,"BATESVILLE WW TREATMENT PLANT, BATESVILLE, 72501-5000",35.7525,-91.6311,POTW,NPDES Individual Permit,01/01/2017,12/31/2021,Major,No,INDEPENDENCE,9,6.49,4952 - SEWERAGE SYSTEMS,Phosphorus,00665,"90,215",0,0,--,--,--,No,0,"90,215",--
2019,11010004,AR0020702,"BATESVILLE WW TREATMENT PLANT, BATESVILLE, 72501-5000",35.7525,-91.6311,POTW,NPDES Individual Permit,01/01/2017,12/31/2021,Major,No,INDEPENDENCE,9,6.49,4952 - SEWERAGE SYSTEMS,Inorganic Nitrogen,00630,"291,418",0,0,--,--,--,No,0,"291,418",--
2019,11010004,ARG500048,"MIDWEST LIME COMPANY, BATESVILLE, 72501",35.802778,-91.624417,NON-POTW,General Permit Covered Facility,02/01/2016,01/31/2021,Non-Major,N/A,INDEPENDENCE,--,0.3003,1442 - CONSTRUCTION SAND AND GRAVEL,Oil and grease,00556,0,"8,217",0,0,--,--,No,0,0,0
2019,11010004,ARG500048,"MIDWEST LIME COMPANY, BATESVILLE, 72501",35.802778,-91.624417,NON-POTW,General Permit Covered Facility,02/01/2016,01/31/2021,Non-Major,N/A,INDEPENDENCE,--,0.3003,1442 - CONSTRUCTION SAND AND GRAVEL,"Solids, total suspended",00530,"5,165","28,759",0,--,--,--,No,0,"5,165",--
